Id_pagina_ex;imagens;Qtd
16;https://animesonline.vip/wp-content/uploads/2020/07/Wan-Jie-Chen-Qiu-episodio-17-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Shouxi-Yu-Ling-Shi-episodio-3-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Shouxi-Yu-Ling-Shi-episodio-2-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Muhyo-to-Rouji-no-Mahouritsu-Soudan-Jimusho-2-episodio-1-animesonlinevip-1.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Black-Clover-episodio-133-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Umayon-episodio-1-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Shadowverse-episodio-13-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Shadowverse-episodio-13-1-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Great-Pretender-episodio-10-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Fruits-Basket-2nd-Season-episodio-14-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/The-God-of-High-School-episodio-1-animesonlinevip.png;1
16;https://animesonline.vip/wp-content/uploads/2020/07/Asatir-Mirai-no-Mukashi-Banashi-episodio-13-animesonlinevip.png;1
15;https://www.animefreak.tv/meta/anime/8531/umayon.jpg;3
15;https://www.animefreak.tv/meta/anime/8530/the-god-of-high-school.jpg;3
15;https://www.animefreak.tv/meta/anime/8526/olympia-kyklos.jpg;3
15;https://www.animefreak.tv/meta/anime/8529/the-misfit-of-demon-king-academy.jpg;3
15;https://www.animefreak.tv/meta/anime/8528/lapis-relights.jpg;3
15;https://www.animefreak.tv/meta/anime/8527/tomica-kizuna-gattai-earth-granner.jpg;2
15;https://www.animefreak.tv/meta/anime/8525/kitsutsuki-tanteidokoro.jpg;2
15;https://www.animefreak.tv/meta/anime/8524/gal-to-kyouryuu.jpg;2
15;https://www.animefreak.tv/meta/anime/8523/kaguya-sama-wa-kokurasetai-tensai-tachi-no-renai-zunousen-2nd-season.jpg;2
15;https://www.animefreak.tv/meta/anime/8522/zashiki-warashi-no-tatami-chanthe-house-spirit-tatami-chan.jpg;2
15;https://www.animefreak.tv/meta/anime/8521/appare-ranman.jpg;2
15;https://www.animefreak.tv/meta/anime/8520/shokugeki-no-souma-gou-no-sarafood-wars-the-fifth-plate.jpg;2
